Season	Episode	AirDate	Viewers	Product	Deal	Sharks
2	3	2011-04-01	4.87	flipoutz	YES	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	3	2011-04-01	4.87	pure ayre	NO	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	4	2011-04-08	4.66	ride-on carry-on	YES	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	4	2011-04-08	4.66	uncle zip's beef jerky	NO	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	4	2011-04-08	4.66	hillbilly brand	YES	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	4	2011-04-08	4.66	broccoli wad	YES	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	5	2011-04-15	5.28	fridge fronts	YES	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	5	2011-04-15	5.28	new era brands	NO	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	5	2011-04-15	5.28	thin gloss	NO	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	5	2011-04-15	5.28	lightfilm	YES	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	6	2011-04-22	4.28	hot mama gowns	NO	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	6	2011-04-22	4.28	caddy swag	NO	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	6	2011-04-22	4.28	daisy cakes	YES	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	6	2011-04-22	4.28	sweep easy	YES	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	7	2011-04-29	4.82	carsik bib	NO	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	7	2011-04-29	4.82	hydromax	YES	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	7	2011-04-29	4.82	ecomowers	NO	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	7	2011-04-29	4.82	games2u	NO	Jeff Foxworthy, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	8	2011-05-06	4.45	origaudio	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	8	2011-05-06	4.45	man candle	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	8	2011-05-06	4.45	original runner company	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	8	2011-05-06	4.45	hyconn	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	9	2011-05-13	4.99	citikitty	YES	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	9	2011-05-13	4.99	samson martin	NO	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	9	2011-05-13	4.99	aldo orta jewelry	YES	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
2	9	2011-05-13	4.99	one sole	YES	Kevin Harrington, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	1	2012-01-20	6.25	the clean bottle	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	1	2012-01-20	6.25	my wonderful life	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	1	2012-01-20	6.25	business ghost	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	1	2012-01-20	6.25	ez vip	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	2	2012-01-27	5.44	i want to draw a cat for you	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	2	2012-01-27	5.44	salespreneur	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	2	2012-01-27	5.44	vegas magic show	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	2	2012-01-27	5.44	invis-a-rack	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	3	2012-02-03	5.16	chord buddy	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	3	2012-02-03	5.16	liquid money	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	3	2012-02-03	5.16	tail lightz	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	3	2012-02-03	5.16	you smell soap	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	4	2012-02-10	5.89	the swilt	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	4	2012-02-10	5.89	show no	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	4	2012-02-10	5.89	puppy cake	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	4	2012-02-10	5.89	wine balloon	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	5	2012-02-17	5.69	the last lid	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	5	2012-02-17	5.69	ledge pillow	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	5	2012-02-17	5.69	talbott teas	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	5	2012-02-17	5.69	m3 girl designs	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	6	2012-02-24	5.86	five minute furniture	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	6	2012-02-24	5.86	the painted pretzel	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	6	2012-02-24	5.86	esso watches	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	6	2012-02-24	5.86	readerest specsecure	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	7	2012-03-02	5.69	kisstixx	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	7	2012-03-02	5.69	the smart baker	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	7	2012-03-02	5.69	the heat helper	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	7	2012-03-02	5.69	technology enabled clothing	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	8	2012-03-09	5.11	the original profender	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	8	2012-03-09	5.11	nardo's natural	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	8	2012-03-09	5.11	rent-a-grandma	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	8	2012-03-09	5.11	litter	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	9	2012-03-16	5.97	tower paddle boards	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	9	2012-03-16	5.97	instant lifts	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	9	2012-03-16	5.97	vinamor	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	9	2012-03-16	5.97	misomedia	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	10	2012-03-23	5.78	the ave venice	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	10	2012-03-23	5.78	bark'em's to go	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	10	2012-03-23	5.78	brewer's cow	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	10	2012-03-23	5.78	gogo gear	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	11	2012-04-13	5.49	blondies cookies	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	11	2012-04-13	5.49	viewsport	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	11	2012-04-13	5.49	the sullivan generator	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	11	2012-04-13	5.49	copa di vino	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	12	2012-04-27	5.42	nail pak	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	12	2012-04-27	5.42	debbie brooks handbags	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	12	2012-04-27	5.42	trimi tank	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	12	2012-04-27	5.42	lollacup	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
3	13	2012-05-04	6.06	airbedz	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	13	2012-05-04	6.06	skyride	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	13	2012-05-04	6.06	boot illusions	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	13	2012-05-04	6.06	villy customs	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	14	2012-05-11	5.59	wild squirrel nut butter	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	14	2012-05-11	5.59	cab20	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	14	2012-05-11	5.59	mix bikini	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	14	2012-05-11	5.59	billy blanks jr.'s dance with me	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	15	2012-05-18	5.52	cougar limited	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	15	2012-05-18	5.52	remyxx rekixx sneakers	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	15	2012-05-18	5.52	the nitroforce titan 1000	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
3	15	2012-05-18	5.52	unikey technologies	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	1	2012-09-14	6.4	coatchex	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	1	2012-09-14	6.4	bev buckle	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	1	2012-09-14	6.4	body walking	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	1	2012-09-14	6.4	buggy beds	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	2	2012-09-21	5.97	surfset fitness	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	2	2012-09-21	5.97	alpha m	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	2	2012-09-21	5.97	ecreamery	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	2	2012-09-21	5.97	cateapp	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	3	2012-09-28	6.05	liz lovely cookies	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	3	2012-09-28	6.05	rock bands	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	3	2012-09-28	6.05	fuzzibunz	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	3	2012-09-28	6.05	posture now	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	4	2012-10-05	6.15	back 9 dips	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	4	2012-10-05	6.15	lifter hamper	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	4	2012-10-05	6.15	bag bowl	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	4	2012-10-05	6.15	zomm	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	5	2012-10-12	6.48	cozy bug	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	5	2012-10-12	6.48	wired waffles	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	5	2012-10-12	6.48	spatty	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	5	2012-10-12	6.48	marz sprays	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	6	2012-10-19	7.08	cousins maine lobster	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	6	2012-10-19	7.08	freaker usa	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	6	2012-10-19	7.08	pro-nrg	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	6	2012-10-19	7.08	eco nuts	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	7	2012-10-26	6.84	scrub daddy	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	7	2012-10-26	6.84	the bear & the rat	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	7	2012-10-26	6.84	sbu	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	7	2012-10-26	6.84	shemie	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	8	2012-11-02	7.44	cool wazoo	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	8	2012-11-02	7.44	no fly cone	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	8	2012-11-02	7.44	platetopper	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	9	2012-11-09	6.69	drive suits	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	9	2012-11-09	6.69	pc classes online	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	9	2012-11-09	6.69	revestor	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	9	2012-11-09	6.69	ice chips	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	10	2012-11-16	6.82	nearly newlywed	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	10	2012-11-16	6.82	corks away	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	10	2012-11-16	6.82	tie try	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	10	2012-11-16	6.82	ruckpack	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	11	2012-12-04	6.89	the coop	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	11	2012-12-04	6.89	fat ass fudge	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	11	2012-12-04	6.89	the living christmas company	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	11	2012-12-04	6.89	partie poche	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	12	2013-01-04	6.42	the gameface company	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	12	2013-01-04	6.42	arkeg	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	12	2013-01-04	6.42	dura-tent	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	12	2013-01-04	6.42	hot tot	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	13	2013-01-11	6.87	coffee joulies	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	13	2013-01-11	6.87	teddy needs a bath	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	13	2013-01-11	6.87	sub zero ice cream	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	13	2013-01-11	6.87	urbio	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	14	2013-02-01	6.73	bibbitec	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	14	2013-02-01	6.73	soundbender	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	14	2013-02-01	6.73	cuddletunes	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	14	2013-02-01	6.73	xero shoes	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	15	2013-02-08	6.13	the green garmento	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	15	2013-02-08	6.13	grinds	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	15	2013-02-08	6.13	my cold snap	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	15	2013-02-08	6.13	hoodie pillow	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	16	2013-02-15	6.51	gotta have s'more	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	16	2013-02-15	6.51	how do you roll?	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	16	2013-02-15	6.51	pretty padded room	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	16	2013-02-15	6.51	smartwheel	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	17	2013-02-22	6.51	addison's wonderland	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	17	2013-02-22	6.51	muddy water camo	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	17	2013-02-22	6.51	hip chixs	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	17	2013-02-22	6.51	proof eyewear	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	18	2013-03-01	6.69	nuts 'n more	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	18	2013-03-01	6.69	psi bands	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	18	2013-03-01	6.69	neo innovations	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	18	2013-03-01	6.69	jeska shoe company	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	19	2013-03-08	6.89	baby loves disco	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	19	2013-03-08	6.89	lose 12 inches with any 12 workouts	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	19	2013-03-08	6.89	cellhelmet	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	19	2013-03-08	6.89	cordaroy's	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	20	2013-03-29	6.19	drop stop	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	20	2013-03-29	6.19	traditional fisheries	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	20	2013-03-29	6.19	simple sugars	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	20	2013-03-29	6.19	coolwraps	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	21	2013-04-05	7.04	liddup	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	21	2013-04-05	7.04	echo valley meats	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	21	2013-04-05	7.04	rootsuit	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	21	2013-04-05	7.04	gobie h2o	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	22	2013-04-26	6.61	shell bobbers	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	22	2013-04-26	6.61	wicked good cupcakes	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	22	2013-04-26	6.61	tremont electric	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	22	2013-04-26	6.61	the mission belt	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	23	2013-05-03	5.72	mistobox	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	23	2013-05-03	5.72	squirrel boss	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	23	2013-05-03	5.72	the vermont butcher block & board company	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	23	2013-05-03	5.72	mee-ma's louisiana gumbo brick	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	24	2013-05-10	6.25	baby's badass burgers	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	24	2013-05-10	6.25	track days	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	24	2013-05-10	6.25	kazam	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	24	2013-05-10	6.25	pink shutter photobooths	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	25	2013-05-17	5.11	jones scones	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	25	2013-05-17	5.11	lugless	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	25	2013-05-17	5.11	geek chic	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	25	2013-05-17	5.11	stella valle	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
4	26	2013-05-17	6.68	three day rule	NO	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	26	2013-05-17	6.68	ryan's barkery	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	26	2013-05-17	6.68	tom + chee	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
4	26	2013-05-17	6.68	verbalizeit	YES	Mark Cuban, Daymond John, Kevin O'Leary, Barbara Corcoran, Robert Herjavec
5	1	2013-09-20	6.86	postcard on the run	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	1	2013-09-20	6.86	lynnae's gourmet pickles	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	1	2013-09-20	6.86	rolodoc	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	1	2013-09-20	6.86	sweet ballz	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	2	2013-09-27	6.94	mango mango	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	2	2013-09-27	6.94	breathometer	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	2	2013-09-27	6.94	man medals	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	2	2013-09-27	6.94	kane & couture	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	3	2013-10-04	6.45	fairytale wishes	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	3	2013-10-04	6.45	the freeloader	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	3	2013-10-04	6.45	kookn' kap	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	3	2013-10-04	6.45	rapid ramen cooker	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	4	2013-10-11	6.53	sunday night slow jams	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	4	2013-10-11	6.53	hamboards	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	4	2013-10-11	6.53	scan	NO	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	4	2013-10-11	6.53	screenmend	YES	Mark Cuban, Daymond John, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	5	2013-10-18	6.64	rufflebutts and ruggedbutts	YES	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	5	2013-10-18	6.64	bare ease	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
5	5	2013-10-18	6.64	rent a goat	NO	Mark Cuban, Barbara Corcoran, Kevin O'Leary, Lori Greiner, Robert Herjavec
